類別,名稱,地址,核准劑型,核定品項,GMP核定作業內容,GDP核定作業內容,備註
"西藥製劑廠","光南製藥股份有限公司宜蘭廠","宜蘭縣宜蘭市黎明里黎明二路240號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：乳膏劑。 固體劑型：錠劑(含散劑)、膠囊劑、棒劑。","","","",""
"西藥製劑廠","國嘉製藥工業股份有限公司幼獅三廠","台中市大甲區日南里工十路2號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：乳膏劑。 固體劑型：糖衣錠（含膜衣錠、錠劑、顆粒劑、散劑）、膠囊劑、栓劑。","","","儲存、供應作業。",""
"西藥製劑廠","元宙化學製藥股份有限公司","南投市永豐里南崗三路272號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑（含乳膏劑）。 固體劑型：糖衣錠（含膜衣錠、錠劑、顆粒劑、散劑）、膠囊劑。","","","儲存、供應、輸出",""
"西藥製劑廠","澳斯麗國際股份有限公司淡水廠","新北市淡水區北新路三段123號之1號","非無菌製劑： 液體劑型：溶液劑。 半固體製劑：軟膏劑。","","","",""
"西藥製劑廠","合誠化學製藥股份有限公司","桃園縣平鎮市平鎮工業區工業十路15號","液體劑型：溶液劑。 固體劑型：糖衣錠(含膜衣錠、錠劑、散劑)、膠囊劑。","","","",""
"西藥製劑廠","中美兄弟製藥股份有限公司","彰化市東芳里彰鹿路106號","非無菌製劑： 液體劑型：懸液劑(含溶液劑)。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：糖衣錠(含膜衣錠、錠劑、顆粒劑、散劑)、膠囊劑。","","","",""
"西藥製劑廠","士宣生技股份有限公司","新北市新莊區後港一路141號1樓及143號1、2樓","無菌製劑：注射液劑（放射性藥品-無菌製備）。","","","供應、運輸",""
"西藥製劑廠","衛生福利部食品藥物管理署管制藥品製藥工廠","新北市三峽區大同路287號","無菌製劑： 注射液劑(最終滅菌)。 非無菌製劑： 固體劑型：膜衣錠(含錠劑)。","","","",""
"西藥製劑廠","回春堂製藥廠股份有限公司","桃園縣新屋鄉社子村二鄰社子8號","非無菌製劑： 液體劑型：懸液劑(含溶液劑)。 半固體劑型：乳膏劑。 固體劑型：糖衣錠(含膜衣錠、錠劑、顆粒劑、散劑)、膠囊劑、栓劑。","","","",""
"西藥製劑廠","黃氏製藥股份有限公司","雲林縣斗南鎮小東里大同路444巷11號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑（含乳膏劑）。 固體劑型：糖衣錠（含膜衣錠、錠劑、顆粒劑及散劑）、膠囊劑。 除生產一般製劑外，另生產女性荷爾蒙類製劑「乳膏劑、糖衣錠(含膜衣錠、錠劑、顆粒劑、散劑)及膠囊劑」。","","","",""
"西藥製劑廠","葡萄王生技股份有限公司","桃園縣中壢市振興里龍岡路三段60號","非無菌製劑： 半固體劑型：乳膏劑。","","","",""
"西藥製劑廠","永豐化學工業股份有限公司新莊工廠","新北市新莊區新樹路292號","無菌製劑： 注射液劑(無菌製備、最終滅菌)、灌洗用液劑(最終滅菌)、無菌眼耳鼻用液劑(眼用液劑/無菌製備)。 除生產一般製劑外，另生產青黴素類(散劑、乾粉注射劑/無菌製備)","","","儲存作業","該公司切結最終滅菌產品之滅菌條件未改善完成前不再生產。"
"西藥製劑廠","明德製藥股份有限公司","桃園縣楊梅鎮瑞原里7鄰民富路二段360號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：糖衣錠(含膜衣錠、錠劑、顆粒劑、散劑)、膠囊劑、栓劑。","","","",""
"西藥製劑廠","依必朗化學製藥股份有限公司","彰化縣福興鄉萬豐村福工路11號","液體劑型：溶液劑。","","","",""
"西藥製劑廠","科進製藥科技股份有限公司新竹廠","新竹縣竹北市東海里生醫路2段22、26號4樓","非無菌製劑： 液體劑型：懸液劑(含溶液劑)。 固體劑型：膜衣錠(含錠劑)、膠囊劑。 半固體劑型：乳膏劑。","","","儲存作業",""
"西藥製劑廠","壽元化學工業股份有限公司","嘉義市西區湖內里新民路128號","無菌製劑： 注射液劑(最終滅菌)、滅菌懸液注射劑(最終滅菌)。 非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：膜衣錠(含錠劑)、膠囊劑。","","","儲存、供應、輸出、運輸作業",""
"西藥製劑廠","安星製藥股份有限公司","新竹縣新豐鄉鳳坑村坑子口673號","無菌製劑： 注射液劑(最終滅菌)。 非無菌製劑： 固體劑型：錠劑、膠囊劑。","","","",""
"西藥製劑廠","順華藥品工業股份有限公司三峽工廠","新北市三峽區二鬮路186號","非無菌製劑： 液體劑型：溶液劑。 固體劑型：糖衣錠(含膜衣錠、錠劑、顆粒劑及散劑)、膠囊劑。","","","儲存、供應、運輸作業。","該廠於103年9月18日切結不生產下列產品（依103年10月14日部授食字第1031105092號函）：「優庫利暖注射劑50毫克（衛署藥製字第009975號）」、「使可治壯凍晶注射劑（皮質醇琥珀酸醯）（衛署藥製字第031024號）」、「使可治壯凍晶注射劑300毫克（皮質醇琥珀酸鈉）（衛署藥製字第039606號）」及「＂順華＂ 長葉毛地黃苷注射液（衛署藥製字第047313號）」。"
"西藥製劑廠","行政院原子能委員會核能研究所核醫製藥中心","桃園縣龍潭鄉佳安村文化路1000號","無菌製劑(放射性藥品)： 凍晶注射劑(無菌製備)。 注射液劑(最終滅菌、無菌製備)。","","","",""
"西藥製劑廠","人人化學製藥股份有限公司中壢廠","桃園縣中壢市南園二路三號","無菌製劑： 無菌半固體劑型：眼藥膏（最終滅菌）。 非無菌製劑： 液體劑型：懸液劑（含溶液劑）。 半固體劑型：軟膏劑（含乳膏劑）。 固體劑型：錠劑。","","","儲存作業",""
"西藥製劑廠","景德製藥股份有限公司桃園廠","桃園市蘆竹區內厝里長安路一段80號、蘆竹區長安路一段148號2樓至7樓","無菌製劑：無菌眼用液劑「眼藥水（無菌製備）」、 無菌半固體製劑「眼藥膏（無菌製備）」。","","","",""
"西藥製劑廠","福元化學製藥股份有限公司","新北市瑞芳區大寮路95之1號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑（含乳膏劑）。 固體劑型：糖衣錠（含膜衣錠及錠劑）、膠囊劑。","","","","。"
"西藥製劑廠","新萬仁化學製藥股份有限公司","台中市豐原區文賢街158號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：錠劑(含顆粒劑、散劑)、膠囊劑。","","","儲存、運輸作業",""
"西藥製劑廠","大豐膠囊工業股份有限公司","台中市潭子區栗林里中山路三段203號","硬空膠囊劑","","","",""
"西藥製劑廠","華健醫藥生技股份有限公司湖口廠","新竹縣湖口鄉鳳山村工業五路3號","非無菌製劑： 固體劑型：貼劑(含藥膠布)。","","","儲存、供應、輸出作業",""
"西藥製劑廠","皇佳化學製藥股份有限公司","高雄市鳥松區坔埔里松埔路1巷1號","非無菌製劑： 液體劑型：懸液劑（含溶液劑）。 半固體劑型：軟膏劑（含乳膏劑）。 固體劑型：膜衣錠（含錠劑及顆粒劑）、膠囊劑。 其他：紗布劑（含藥）。","","","",""
"西藥製劑廠","新歷芳企業股份有限公司","台中市霧峰區吉峰路31號","硬空膠囊劑。","","","",""
"西藥製劑廠","佐藤製藥股份有限公司新竹廠","新竹縣湖口鄉湖南村光復北路7號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：膜衣錠(含錠劑、顆粒劑)、膠囊劑。","","","儲存作業",""
"西藥製劑廠","明通化學製藥股份有限公司第二廠","台中市南屯區寶山里工業區21路15號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑。 固體劑型：顆粒劑(含散劑)。","","","","依衛生福利部103年12月24日部授食字第1031103804號函明通化學製藥股份有限公司第二廠切結自103年10月14日暫時停止生產及販售產品「治傷風錠（衛署藥製字第029703號）」。"
"西藥製劑廠","明大化學製藥股份有限公司","臺中市外埔區水美里水美路52號","非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：糖衣錠(含膜衣錠、錠劑、顆粒劑、散劑)及膠囊劑。","","","儲存、供應、輸出作業",""
"西藥製劑廠","溫士頓醫藥股份有限公司","臺南市永康區塩洲里仁愛街117 號","無菌製劑： 無菌眼耳鼻用液劑（眼用懸液劑、眼用液劑、耳用液劑：皆為無菌製備）。 無菌半固體製劑：眼藥膏（無菌製備）。 非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑（含乳膏劑）。 固體劑型：膜衣錠（含錠劑、顆粒劑、散劑）、膠囊劑。 除生產一般製劑外，另生產女性荷爾蒙類之懸液劑及膜衣錠（含錠劑)。","","","",""
"西藥製劑廠","國光生物科技股份有限公司","台中市潭子區聚興里潭興路一段3號","•無菌製備：注射液劑(無菌製備)。 •疫苗： (1)“國光”日本腦炎疫苗(調劑階段)(衛署菌疫製字第000082號)。 (2)“國光”明礬沉澱破傷風類毒素(調劑階段)(衛署菌疫製字第000089號)。 (3)“安定伏”裂解型流感疫苗(衛署菌疫製字第000113號)。 (4)“安定伏”佐劑型流感疫苗(仿病毒體)(衛部菌疫製字第000136號)。 (5)“安定嘉”日本腦炎疫苗之充填包裝作業(無菌製備)。 (6)“安定伏”裂解型四價流感疫苗(衛部菌疫製字第000138號)。 •臨床試驗用藥： (1)“安定伏”新型流感疫苗(H5N1)。 (2)“安定伏”新型流感疫苗(H7N9)。 (3)“安定伏”裂解型單價B型流感疫苗。 (4)“安定伏”四價流感疫苗。 (5)“安定伏”腸病毒71型疫苗(自種毒細胞庫至疫苗原液製造階段)。","","","儲存、供應、輸出、運輸(均含冷鏈藥品)","該廠於103年12月28日切結不生產下列產品(依103年12月30日部授食字第1031105695號函)：停止尚未符合PIC/S GMP評鑑之廠房之產品生產 (包含「“國光ˮ 日本腦炎疫苗」及「“國光ˮ 明礬沉澱破傷風類毒素」之調劑與充填作業)。 依104年9月9日(部授食字第1041105914號函)：「“國光ˮ 日本腦炎疫苗」及「“國光ˮ 明礬沉澱破傷風類毒素」之核定內容由(原液製造及調劑階段)修訂為(調劑階段)。 腸病毒71型疫苗(生產場所為財團法人國家衛生研究院生物製劑廠，廠址為苗栗縣竹南鎮頂埔里科研路35號)"
"西藥製劑廠","得生製藥股份有限公司三廠","臺南市永康區王行里環工路63號","非無菌製劑：貼劑(含藥膠布)。","","","",""
"西藥製劑廠","羅得化學製藥股份有限公司","臺中市大甲區頂店里東西七路一段65號","非無菌製劑： 液體劑型：懸液劑(含溶液劑)。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：膜衣錠(含錠劑、顆粒劑、散劑)、膠囊劑。","","","儲存、供應作業","依103年12月31日部授食字第1031106622號函羅得化學製藥股份有限公司切結不生產下列產品：(一) 抗生素類產品：「立化黴素膠囊300公絲（立汎黴素）（衛署藥製字第031234號）」、「鹽酸羥四環素膠囊250公絲（衛署藥製字第031270號）」、「鹽酸四環素膠囊500公絲（衛署藥製字第033932號）」、「立克勝膠囊500公絲（鹽酸林絲菌素）（衛署藥製字第031290號）」、「鹽酸氯四環素膠囊250公絲（衛署藥製字第031545號）」、「克得黴素膠囊300公絲（克林達黴素）（衛署藥製字第036072號）」、「克得黴素膠囊150公絲（克林達黴素）（衛署藥製字第033960號）」。"
"西藥製劑廠","台裕化學製藥廠股份有限公司","新竹縣竹東鎮頭重里員山路11巷13弄1號","無菌製劑： 注射液劑（最終滅菌）、乾粉注射劑（無菌製備）、滅菌懸液注射劑（最終滅菌）及灌洗用液劑（最終滅菌）。 　　　　　　　　 非無菌製劑： 固體劑型：膜衣錠（含錠劑、顆粒劑）、膠囊劑。","","","",""
"西藥製劑廠","美西製藥有限公司","高雄市仁武區仁武里工業一路9號","非無菌製劑： 液體劑型：懸液劑(含溶液劑)。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：錠劑(含顆粒劑及散劑)、膠囊劑。","","","","依衛生福利部104年1月20日部授食字第1041100160號函美西製藥有限公司切結停止生產下列產品： (一)女性荷爾蒙類產品「芙麗蓉美凝膠0.6公絲/公克（氫偶素）（衛署藥製字第036467號）」；(二)無菌眼耳鼻用液劑劑型（眼用液劑/無菌製備）產品。"
"西藥製劑廠","臺灣汎生製藥廠股份有限公司屏東農科分公司","屏東縣長治鄉德和村園東一街10、12號","頭孢子菌素類製劑「乾粉注射劑(無菌製備)、膠囊劑、顆粒劑」。 注射用水─僅供汎生舒復注射用頭孢曲松鈉產品使用之組成溶液(最終滅菌)。","","","",""
"西藥製劑廠","恒安製藥工業股份有限公司","台中市西屯區協和里工業區一路101號","非無菌製劑： 液體劑型：懸液劑(含溶液劑)。 半固體劑型：軟膏劑(含乳膏劑)。","","","儲存、供應、運輸",""
"西藥製劑廠","先智生物科技股份有限公司","新北市瑞芳區頂坪路瑞芳工業區14號","非無菌製劑： 液體劑型：溶液劑。","","","",""
"西藥製劑廠","臺灣派頓化學製藥股份有限公司","高雄市岡山區為隨里為隨東路50號","無菌製劑： 「無菌眼用懸液劑(含無菌眼用液劑)」(無菌製備)。 非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。 固體劑型：錠劑(含顆粒劑及散劑)、膠囊劑、栓劑。","","","",""
"西藥製劑廠","西德有機化學藥品股份有限公司","新北市三重區中正北路560巷36號","非無菌製劑： 半固體劑型：軟膏劑（含乳膏劑） 固體劑型：膜衣錠（含錠劑、顆粒劑、散劑）及膠囊劑。","","","",""
"西藥製劑廠","漁人製藥股份有限公司","高雄市左營區菜公里民族一路707號","非無菌製劑： 固體劑型：軟膠囊劑。","","","儲存、供應作業",""
"西藥製劑廠","廣得利膠囊股份有限公司","台中市大雅區雅楓里民生路三段180巷15號1、2樓","非無菌製劑：硬空膠囊劑。","","","",""
"西藥製劑廠","財團法人國家衛生研究院生物製劑廠","苗栗縣竹南鎮科研路35號","無菌製劑：凍晶注射劑(無菌製備，含稀釋液)-血清: (1)抗雨傘節及飯匙倩蛇毒血清凍晶注射劑。 (2)抗百步蛇毒血清凍晶注射劑。 (3)抗鎖鏈蛇毒血清凍晶注射劑。 (4)抗龜殼花及赤尾鮐毒血清凍晶注射劑。 疫苗：凍結乾燥卡介苗。 臨床試驗用藥： (1)防腸毒疫苗(EV71Vvac)。 (2)細胞馴化A型流感H7N9不活化全病毒疫苗自種毒細胞庫至H7N9流感疫苗原液製造階段。","","","",""
"西藥製劑廠","新雙隆生技股份有限公司永康廠","台南市永康區四維街164之5號1樓","","","原料藥之分包裝作業","",""
"西藥製劑廠","新喜國際企業股份有限公司","台南市鹽水區孫厝里孫厝寮4之6號","非無菌製劑： (1)液體劑型：溶液劑。 (2)半固體劑型：軟膏劑(含乳膏劑)。 (3)固體劑型：膠囊劑及錠劑。","","","",""
"西藥製劑廠","台灣汎生製藥廠股份有限公司","高雄市鳥松區坔埔里大同路5-1號及坔埔村神農路330號","非無菌製劑： 固體劑型：膠囊劑。","","包裝、標示及倉儲作業。","儲存、供應、輸出作業",""
"西藥製劑廠","博謙生技股份有限公司","台南市新市區環東路一段31巷2號4樓、2號5樓、6號4樓、6號5樓、8號4樓","無菌製劑： 凍晶注射劑（無菌製備）。","","","儲存、供應、輸出作業(均含冷鏈藥品)",""
"西藥製劑廠","天乾製藥有限公司","臺南市將軍區忠興里忠興132之35號A區","•非無菌製劑： 液體劑型：溶液劑。 半固體劑型：軟膏劑(含乳膏劑)。","","","儲存、供應、輸出、運輸作業",""
"西藥製劑廠","永昕生物醫藥股份有限公司","苗栗縣竹南鎮科東三路6號1樓、8號1、2及3樓暨10號2樓","基因工程及單株抗體製劑之原料藥TuNEX，從主細胞庫(Master cell bank)至原料藥(Drug substance)。 凍晶注射劑(無菌製備)：基因工程及單株抗體(TuNEX 25 mg/vial)。 臨床試驗用基因工程及單株抗體製劑，臨床試驗用藥「FEGENN®注射液劑」無菌充填製程。","","","",""
"西藥製劑廠","大陽製藥股份有限公司","台北市北投區大度路155號","•非無菌製劑： 固體劑型：散劑。","","","",""
"西藥製劑廠","中國生化科技股份有限公司","台中市西屯區工業區33路10號","","","加馬輻射照射滅菌作業【輻射源: 密封放射性物質鈷六十 (Co-60)】。","",""
"原料藥廠","三岳化成股份有限公司","嘉義縣民雄鄉北斗村中正路5號","","(1)原料藥「Mephenoxalone」（衛署藥製字第045924號）。","","",""
"原料藥廠","懷特生技新藥股份有限公司","桃園市楊梅區青山里獅二路10號5、6、7樓","","(1)原料藥「懷特血寶注射劑原料藥（API of PG2 Injection）」（衛署藥製字第057928號）。","","",""
"原料藥廠","宏昇生化科技股份有限公司","台南市新市區環東路一段31巷12號4樓、16號4樓、16號3樓","","(1)無菌原料藥「Imipenem」(衛部藥製字第059651號) 、 (2)無菌原料藥「Imipenem and Cilastatin for Injection」(衛部藥製字第059296號)","","",""
"原料藥廠","工業技術研究院原料藥GMP先導工廠","新竹市東區綠光里光復路二段321號26館2樓及3樓、27館1樓、29館2樓、28館","","(1)Celecoxib ＂TBC＂(衛署藥製字第057796號) (2)Tamsulosin HCl ＂TBC＂(衛署藥製字第058230號)","","",""
"原料藥廠","七星化學製藥股份有限公司","新北市土城區福安街75號","","(1)Glyceryl Guaiacolate (2)Gadopentetate Dimeglumine (3)Methocarbamol DC 90% (4)Methocarbamol","","",""
"原料藥廠","中化合成生技股份有限公司山佳工廠","新北市樹林區東興街1號","","(1)Alprazolam (衛署藥製字第039966號) (2)Caspofungin Acetate (衛部藥製字第058637號) (3)Ethyl Icosapentate(衛署藥製字第057764號) (4)Everolimus (衛署藥製字第057295號) (5)Everolimus B20 (衛部藥製字第058400號) (6)Fluconazole(衛署藥製字第039866號)，製程操作為fluconazol crude 經純化及再結晶成為原料藥「Fluconazole」 (7)Guaifenesin (衛署藥製字第043600號) (8)Metaxalone (衛署藥製字第049352號) (9)Methocarbamol (衛署藥製字第043325號) (10)Mycophenolate mofetil (衛署藥製字第048247號) (11)Olopatadine HCl (衛署藥製字第049782號) (12)Pravastatin Sodium (衛署藥製字第043324號) (13)Rapamycin (衛部藥製字第058771號) (14)Tacrolimus (衛署藥製字第052596號) (15)Trandolapril (衛署藥製字第047844號)","","",""
"原料藥廠","台耀化學股份有限公司蘆竹廠","桃園縣蘆竹鄉和平街36、36-1號","","(1)Alfacalcidol (2)Anastrozole (3)Balsalazide Disodium Dihydrate (4)Benzonatate (5)Calcipotriol Anhydrous (6)Calcipotriol Monohydrate (7)Calcitriol (8)Calcium Acetate (9)Capsaicin (10)Colesevelam Hydrochloride (11)Colestipol Hydrochloride (12)Doxercalciferol (13)Fludiazepam (14)Flupentixol Dihydrochloride (15)Gadodiamide Hydrate (16)Gadoterate Meglumine (17)Gimeracil (18)Imatinib Mesylate (19)Lapatinib Ditosylate (20)Leflunomide (21)Levonorgestrel (22)Linezolid (23)Maxacalcitol Hydrate (24)Melitracen hydrochloride (25)Mifepristone (26)Miltefosine (27)Montelukast Sodium (28)Mycophenolate Mofetil (29)Nonivamide (30)Orlistat (31)Oteracil Potassium (32)Paricalcitol (33)Pazopanib Hydrochloride (34)Sebacoyl Dinalbuphine Ester (35)Sevelamer Carbonate (36)Sevelamer Hydrochloride (37)Sodium Selenite Pentahydrate (38)Taltirelin (39)Tegafur (40)Temozolomide (41)TasimelteonVEC-162 (Fine) (42)原料藥「Trientine Hydrochloride」","","",""
"原料藥廠","臺灣永光化學工業股份有限公司第二廠","桃園市觀音區樹林里工業三路12號","","(1)Alprostadil (衛署藥製字第042574號)、 (2)Bepotastine Besilate(衛署藥製字第059246號) 、 (3)Bimatoprost (衛署藥製字第056315號)、 (4)Bortezomib(衛部藥製字第058584號)、 (5)Dinoprostone β-Cyclodextin (衛署藥製字第043807號)、 (6)Epoprostenol Sodium (衛署藥製字第057422號)、 (7)Felodipine (衛署藥製字第043724號)、 (8)Latanoprost (衛署藥製字第048224號)、 (9)Limaprost Alfadex (衛署藥製字第056641號)、 (10)Lubiprostone (衛署藥製字第050082號)、 (11)Misoprostol (衛署藥製字第042561號)、 (12)Misoprostol-HPMC 1% Dispersion (衛署藥製字第044806號)、 (13)Rasagiline Mesylate (衛署藥製字第057124號)、 (14)Travoprost (衛署藥製字第054986號)、 (15)Tafluprost (衛部藥製字第058607號)","","",""
"原料藥廠","台灣神隆股份有限公司","台南市善化區南科八路1號","","(1)Anastrozole (衛署藥製字第048627號)、 (2)Azacitidine (衛部藥製字第058387號)、 (3)Argatroban (衛署藥製字第049784號)、 (4)Benazepril HCl (衛署藥製字第045092號)、 (5)Bivalirudin (衛署藥製字第057918號)、 (6)Cladribine (衛署藥製字第055101號)、 (7)Dantrolene Sodium (衛署藥製字第056310號)、 (8)Decitabine (衛部藥製字第058981號)、 (9)Desmopressin Acetate (衛部藥製字第058298號)、 (10)Diphemanil Methylsulphate (衛署藥製字第049692號)、 (11)Docetaxel (衛署藥製字第055551號)、 (12)Docetaxel Trihydrate (衛署藥製字第049594號)、 (13)Eflornithine Hydrochloride (衛署藥製字第046446號)、 (14)Entecavir monohydrate (衛署藥製字第057837號)、 (15)Exemestane (衛部藥製字第058811號 )、 (16)Flumazenil (衛署藥製字第044599號)、 (17)Fondaparinux Sodium (衛部藥製字第058582號 )、 (18)Fulvestrant (衛署藥製字第049747號)、 (19)Galantamine HBr (衛署藥製字第048782號)、 (20)Gemcitabine HCl (衛署藥製字第048311號)、 (21)Irinotecan hydrochloride (衛署藥製字第048217號)、 (22)Isoconazol nitrate (衛署藥製字第048967號)、 (23)Isoconazole (衛署藥製字第057406號)、 (24)Letrozole (衛署藥製字第048901號)、 (25)Levonorgestrel (衛署藥製字第045395號)、 (26)Omeprazole (衛署藥製字第044465號)、 (27)Ondansetron HCl (衛署藥製字第056747號)、 (28)Paclitaxel (衛署藥製字第057266號)、 (29)Pemetrexed Disodium Hemipentahydrate (衛署藥製字第054968號)、 (30)Regadenoson(衛部藥製字第058971號) 、 (31)Riluzole (衛署藥製字第056777號)、 (32)Tamsulosin HCl (衛署藥製字第048185號)、 (33)Telavancin HCl (衛署藥製字第055035號)、 (34)Topiramate (衛署藥製字第045227號)、 (35)Topotecan HCl (衛署藥製字第055006號)、 (36)Vilazodone HCl (衛署藥製字第056653號)、 (37)Zoledronic acid (衛署藥製字第057983號)、 (38)Zotarolimus (衛署藥製字第048735號)","","",""
"原料藥廠","正峰化學製藥股份有限公司大園廠","桃園市大園區北港里工四路19號","","(1)Diclofenac Sodium、 (2)Ethoxybenzamide、 (3)Mefenamic Acid、 (4)Phenylephrine Hydrochloride、 (5)Phenylpropanolamine Hydrochloride、 (6)Pseudoephedrine Hydrochloride (7)Diclofenac Potassium、 (8)Dlmethylephedrine Hydrochloride、 (9)Nicotinamide、 (10)Pseudoephedrine sulfate、 (11)Pseudoephedrine base、 (12)4-phenylbutyric Acide sodium salt (13)Ephedrine Hydrochloride、 (14)Procainamide Hydrochloride、 (15)Phenylephrine bitartrate (16)6-Aminocaproic Acid (17)Pharmaceutical Grade Ferric Citrate Coordination Complex","","",""
"原料藥廠","永日化學工業股份有限公司台中幼獅廠","台中市大甲區幼獅路59、61號","","(1)Acyclovir (衛署藥製字第036596號)、 (2)Clonidine HCl (衛署藥製字第022873號)、 (3)Diclofenac Acid (衛部藥製字第058576號)、 (4)Diclofenac Epolamine (衛署藥製字第056722號)、 (5)Diclofenac Potassium (衛署藥製字第038298號)、 (6)Diclofenac Sodium (衛署藥製字第022090號)、 (7)Econazole Nitrate (衛署藥製字第023124號)、 (8)Mefenamic Acid (衛署藥製字第022087號)、 (9)Metoprolol Succinate (衛署藥製字第057407號)、 (10)Miconazole Nitrate (衛署藥製字第022089號)、 (11)Modafinil (衛署藥製字第056772號)、 (12)Sodium Starch Glycolate (13)ValacyclovirHydrochloride (衛署藥製字第058398號)","","",""
"原料藥廠","永信藥品工業股份有限公司台中幼獅二廠","台中市大甲區日南里工六路29號","","(1)Carbarsone (衛署藥製字第038173號)、 (2)Docetaxel Trihydrate (衛署藥製字第057935號)、 (3)Eletriptan Hydrobromide、 (4)Famotidine (衛署藥製字第047598號)、 (5)Meclofenamate Sodium (衛署藥製字第038157號)、 (6)Meloxicam (衛署藥製字第049938號)、 (7)Omeprazole(衛部藥製字第059046號) 、 (8)Paclitaxel (衛署藥製字第044779號)、 (9)Semi-synthetic Paclitaxel(衛部藥製字第058996號) 、 (10)Zoledronic acid (衛署藥製字第057969號)","","",""
"原料藥廠","永信藥品工業股份有限公司台中幼獅三廠","台中市大甲區日南里工六路26號、工十路12之1號","","1)Entecavir Monohydrate","","儲存作業",""
"原料藥廠","生展生物科技股份有限公司","台南市新營區土庫里開元路154號A棟","","1)＂Syngen＂ Mupirocin (衛署藥製字第055574號) 2)MupirocinCalcium (衛署藥製字第057408號)","","",""
"原料藥廠","生泰合成工業股份有限公司","台南市新營區開元路168號","","(1)Atenolol (2)Chlormezanone 、 (3)Chlorzoxazone 、 (4)Clofibrate 、 (5)Cloperastine HCL 、 (6)Crotamiton 、 (7)Diclofenac Diethylamine 、 (8)Diclofenac Epolamine 、 (9)Diclofenac Potassium 、 (10)Diclofenac Sodium 、 (11)Eperisone HCl 、 (12)Epinephrine、 (13)Epinephrine Bitartrate、 (14)Esomeprazole Sodium 、 (15)Gimeracil (16)Granisetron Base 、 (17)Granisetron Hydrochloride 、 (18)Lamotrigine (19)Lansoprazole 、 (20)Mirtazapine (21)Metaxalone 、 (22)Metoprolol Succinate 、 (23)Naftopidil 、 (24)Nicametate Citrate 、 (25)Orciprenaline Sulphate 、 (26)Oteracil Potassium、 (27)Oxazolam 、 (28)Oxethazaine 、 (29)p-Aminomethylbenzoic acid 、 (30)Phenylephrine HCl 、 (31)Phenyltoloxamine Citrate 、 (32)Pipethanate Ethobromide 、 (33)Pramoxine HCl 、 (34)Rabeprazole Sodium 、 (35)Rizatriptan Benzoate、 (36)Sulcaine 、 (37)Tegafur、 (38)Timolol Maleate 、 (39)Tipepidine Hibenzate 、 (40)Tolperisone HCl 、 (41)Zolmitriptan","","",""
"原料藥廠","生達化學製藥股份有限公司二廠","台南市新營區開元路154號","","Alfuzosin Hydrochloride、Dimemorfan Phosphate、Entacapone、Prazosin Hydrochloride、Sodium Stearyl Fumarate、Riluzole、 Fludiazepam","","",""
"原料藥廠","立大化成工業股份有限公司","新北市土城區民生街15號","","Guaifenesin、Lidocaine、Lidocaine HCl","","",""
"原料藥廠","旭富製藥科技股份有限公司桃園廠","桃園市蘆竹區海湖里１６鄰海湖北路３０９巷６１號","","(1)Allopurinol (衛署藥製字第036653號)、 (2)Atomoxetine HCl(衛部藥製字第059045號) 、 (3)Articaine Hydrochloride (衛部藥製字第058626號)、 (4)Bisoprolol Fumarate (衛署藥製字第048989號)、 (5)Brinzolamide (衛部藥製字第058824號)、 (6)Cyclophosphamide (衛部藥製字第058311號)、 (7)Divalproex Sodium (衛署藥製字第048274號)、 (8)Duloxetine hydrochloride (衛署藥製字第056630號)、 (9)Hydroxychloroquine Sulfate (衛部藥製字第058143號)、 (10)Loxoprofen sodium hydrate (衛署藥製字第056704號)、 (11)Methylphenidate Hydrochloride (衛署藥製字第057214號)、 (12)Pentobarbital Sodium (衛署藥製字第039735號)、 (13)Probucol (衛署藥製字第036473號)、 (14)Propafenone Hydrochloride (衛署藥製字第055424號)、 (15)Sodium Valproate (衛署藥製字第047587號)、 (16)Thiopental (衛署藥製字第056637號)、 (17)Valproic acid (衛署藥製字第033996號)","","",""
"原料藥廠","佳和桂科技股份有限公司烏樹林廠","桃園縣龍潭鄉烏林村工二路298巷41號及工二路298巷39弄22號","","Bimatoprost、Latanoprost、Misoprostol、Misoprostol 1％ HPMC Dispersion","","",""
