機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","千誠國泰藥局","臺北市","大安區","仁愛路4段300巷15號","何政龍","男","",""
"開業","百岳藥局","臺北市","大安區","和平東路二段三一一巷十一號","尤建文","男","27551037","Y"
"開業","麗泰藥局","臺北市","大安區","復興南路2段151巷4號","邱顯明","男","27079595","Y"
"開業","師大藥局","臺北市","大安區","師大路九十九號一樓","黃文彬","男","0223623479","Y"
"開業","新廣生藥局","臺北市","大安區","仁愛路四段３２號一樓","林郁芬","女","0227071221","Y"
"開業","徐榮三藥局","臺北市","大安區","通安街八九號一樓","徐榮三","男","0227383515","Y"
"開業","順天堂藥局","臺北市","大安區","龍泉街八四號一樓","吳嘉昇","男","0223627149","Y"
"開業","辰安藥局","臺北市","大安區","大安路一段31巷28號","徐玉香","女","0227119536","Y"
"開業","欣榮藥局","臺北市","大安區","瑞安街二七０號一樓","黎作郎","男","0227023710","N"
"開業","寶康大藥局","臺北市","大安區","忠孝東路4段52號9樓","蘇瑪莉","女","0227217177","N"
"開業","青康藥局","臺北市","大安區","延吉街二四八號一樓","林崑雄","男","0227086623","Y"
"開業","欣平藥局","臺北市","大安區","忠孝東路三段一九九號","曾純純","女","27751912","Y"
"開業","得榮藥局","臺北市","大安區","復興南路二段一五一巷二十七之一號","黃永安","男","27546453","Y"
"開業","古亭健康人生藥局","臺北市","大安區","羅斯福路二段83號","林雅琪","女","23660895","Y"
"開業","天康忠孝藥局","臺北市","大安區","忠孝東路三段223之1號","蘇珍儀","女","77137763","Y"
"開業","躍獅新生藥局","臺北市","大安區","和平東路二段20號","李佳駿","男","02-23623367","Y"
"開業","早安藥局","臺北市","大安區","建國南路二段151巷42號","常瑋倫","女","","Y"
"開業","威康藥局","臺北市","大安區","和平東路二段255之1號","林容瑩","女","","Y"
"開業","柏祥藥局","臺北市","萬華區","西藏路１４１號","謝柏常","男","0223018272","Y"
"開業","瑞生藥局","臺北市","萬華區","西園路二段252號","吳偉聰","男","02-23012159","Y"
"開業","民鈺藥局","臺北市","萬華區","環河南路二段１３９號１樓","林毅","男","0223028466","Y"
"開業","皇祥藥局","臺北市","萬華區","萬青街１６５號１樓","許淑珍","女","0223375676","Y"
"開業","安聖藥局","臺北市","萬華區","西園路二段２５６號一樓","郭慶祥","男","0223037620","Y"
"開業","啟仁藥局","臺北市","萬華區","環河南路二段177號","施再發","男","0223362771","Y"
"開業","聯慶大藥局","臺北市","萬華區","萬大路306號","劉秋良","女","23039850","Y"
"開業","信義藥局","臺北市","萬華區","青年路２８號","林誌鴻","男","0223074599","Y"
"開業","益源藥局","臺北市","萬華區","大理街１６０巷２６弄２號","魏國財","男","0223087321","Y"
"開業","武昌藥局","臺北市","萬華區","昆明街９６巷１０號一樓","高鶯鶯","女","0223316986","Y"
"開業","欣安藥局","臺北市","萬華區","東園街72之1號","徐秀媚","女","0223327830","Y"
"開業","新六福藥局","臺北市","萬華區","漢口街二段５５號一樓","楊英雄","男","0223315101","N"
"開業","日新藥局","臺北市","萬華區","漢口街二段９０巷５號","楊秀如","女","0223814095","N"
"開業","上欣藥局","臺北市","萬華區","漢口街二段20巷3號","徐珍寶","男","","N"
"開業","三源藥局","臺北市","萬華區","康定路197號","陳世昌","男","","Y"
"開業","照安藥局","臺北市","萬華區","東園街144號","陳博仁","男","","N"
"開業","康之友藥局","臺北市","萬華區","青年路20號","黃耀欽","男","","Y"
"開業","華達藥局","臺北市","萬華區","環河南路二段171號","黃承豪","男","23082785","Y"
"開業","仁仁藥局","臺北市","萬華區","康定路219號","曾文郁","男","","Y"
"開業","小竹藥局","臺北市","萬華區","萬大路273號","陳德益","男","23059691","Y"
"開業","健誠大藥局","臺北市","萬華區","環河南路二段185號","陳慧如","女","23042223","Y"
"開業","宏越藥局","臺北市","萬華區","中華路二段392號","李孟樵","男","23050880","Y"
"開業","躍獅西園藥局","臺北市","萬華區","西園路二段260號","羅俊鉉","男","23094063","Y"
"開業","吉安藥局","臺北市","萬華區","廣州街182號","劉國安","男","23085268","Y"
"開業","萬華東亞藥局","臺北市","萬華區","青年路138號","吳老守","男","23378897","Y"
"開業","安誠貴陽藥局","臺北市","萬華區","貴陽街二段148號","吳承峰","男","23812190","Y"
"開業","宏昌藥局","臺北市","萬華區","長沙街二段51號","許真珮","女","02-23113882","Y"
"開業","好視多藥局","臺北市","萬華區","萬大路285號","齊雁","女","0936715775","Y"
"開業","躍獅中華藥局","臺北市","萬華區","中華路二段484巷8號","張容慈","女","23093605","Y"
"開業","萬華大樹藥局","臺北市","萬華區","萬大路248號(實際營業地址：1樓2樓)","蕭天佑","男","23012228","Y"
"開業","富安藥局","臺北市","萬華區","萬大路426號","林家伊","女","23377878","Y"
"開業","專品藥局","臺北市","萬華區","長沙街二段71之1號","黃韋嘉","男","23718892","Y"
"開業","偉安藥局","臺北市","萬華區","西藏路109號","林明憲","男","02-23037186","Y"
"開業","昶青藥局","臺北市","萬華區","康定路96號","鍾子皓","男","23826307","Y"
"開業","陽光健保藥局","臺北市","萬華區","西園路二段140巷73號","吳沛龍","男","02-23086691","Y"
"開業","千誠藥局","臺北市","萬華區","內江街90號","沈協聰","男","23820330","Y"
"開業","展源健康藥局","臺北市","萬華區","國興路104號","吳晨瑋","女","02-23035179","Y"
"開業","榮勝藥局","臺北市","萬華區","萬大路233號","張育齊","男","02-23331121","Y"
"開業","長泰藥局","臺北市","萬華區","西園路二段２８０號","林建名","男","0223012869","Y"
"開業","世欣藥局","臺北市","萬華區","東園街173號一樓","周水發","男","23074263","Y"
"開業","裕和藥局","臺北市","萬華區","萬大路１１５、１１７號","張清木","男","0223063219","Y"
"開業","秀全藥局","臺北市","萬華區","開封街二段66－３號","張朝和","男","0223312192","Y"
"開業","洪安藥局","臺北市","萬華區","青年路１６８巷５０號","葉元洪","男","0223012093","Y"
"開業","大嘉藥局","臺北市","萬華區","梧州街60號","張家杰","男","23364402","Y"
"開業","忠信藥局","臺北市","萬華區","東園街２８巷６３號１樓","李賀","男","0223038103","Y"
"開業","建和藥局","臺北市","萬華區","青年路１６８巷４４號","黃木通","男","0223010838","Y"
"開業","厚元藥局","臺北市","萬華區","康定路２２７號","溫淑容","女","0223027883","Y"
"開業","老永茂大藥局","臺北市","萬華區","廣州街６４號１樓","周松青","男","0223064417","Y"
"開業","信昌藥局","臺北市","萬華區","長泰街３６號１樓","李仁佑","男","0223054898","Y"
"開業","民和藥局","臺北市","萬華區","民和街５號１樓","黃榮堂","男","0223038134","Y"
"開業","您永安藥局","臺北市","萬華區","昆明街一六二號","呂永安","男","0223317119","Y"
"開業","日昇藥局","臺北市","萬華區","廣州街１２４號","周英雄","男","0223062975","Y"
"開業","裕弘藥局","臺北市","萬華區","萬大路４８６巷７７號","藍麗華","女","0223032067","Y"
"開業","長愛藥局","臺北市","萬華區","萬大路３０４號３樓","朱順諒","男","0223052346","N"
"開業","金泰藥局","臺北市","萬華區","漢口街二段28號","沈嘉忠","男","","N"
"開業","龍口藥局","臺北市","萬華區","艋舺大道一二○巷三十五號","駱國祥","男","0223365680","N"
"開業","立昌藥局","臺北市","萬華區","萬大路486巷59弄38號","陳玉惠","女","","N"
"開業","博盛藥局","臺北市","萬華區","西昌街一四二之一號","鐘榮三郎","男","","N"
"開業","恩達藥局","臺北市","萬華區","梧州街六十四號","李建毅","男","02-23024467","Y"
"開業","健華藥局","臺北市","萬華區","康定路３２８號","林德福","男","23063083","Y"
"開業","永康大藥局","臺北市","萬華區","桂林路49號","張永成","男","02- 23317675","Y"
"開業","寶興大藥局","臺北市","萬華區","寶興街119號","蔡龍木","男","02-23013375","Y"
"開業","生活大藥局","臺北市","萬華區","貴陽街二段124號","林淑?","女","0223618609","Y"
"開業","皇佳大藥局","臺北市","信義區","松山路541巷19號","鍾文雅","男","27262555","Y"
"開業","好康藥局","臺北市","信義區","莊敬路414號","陳芳如","女","27232979","Y"
"開業","麗中藥局","臺北市","信義區","福德街217號","易麗珍","女","27594416","Y"
"開業","文興藥局","臺北市","信義區","福德街245號","郭家興","男","27590989","Y"
"開業","康杏藥局","臺北市","信義區","福德街306號1樓","周廷瑜","男","27591510","Y"
"開業","昆陽藥局","臺北市","信義區","林口街230號","吳念恭","男","27274814","Y"
"開業","綠杏大藥局","臺北市","信義區","吳興街241號","曾光洵","男","27582378","Y"
"開業","鴻濟藥局","臺北市","信義區","永吉路326巷2號1樓","陳佳慧","女","2764-5331","Y"
"開業","芳鄰藥局","臺北市","信義區","虎林街145號","王紅菊","女","23450645","Y"
"開業","良美藥局","臺北市","信義區","福德街268巷37號","黃允美","女","0227593659","Y"
"開業","惠群藥局","臺北市","信義區","忠孝東路四段559巷38號","林志昌","男","0227679234","Y"
"開業","福華藥局","臺北市","信義區","吳興街２８１巷３號１樓","孫世億","男","0227208527","Y"
"開業","老上德藥局","臺北市","信義區","信義路六段１１８號","陳義宗","男","0227273864","N"
"開業","光成藥局","臺北市","信義區","光復南路４５７號之３","陳榮輝","男","0227587069","Y"
"開業","大順安藥局","臺北市","信義區","吳興街８４號","林宗德","男","0227360639","Y"
"開業","立信藥局","臺北市","信義區","松山路４０３號１樓","陳武雄","男","0227687754","Y"
"開業","信義健康藥局","臺北市","信義區","松山路287巷2號","陳正宗","男","27640900","Y"
"開業","喬寶活力健康藥局","臺北市","信義區","吳興街3號","周麗雪","女","27253235","N"
"開業","新新藥局","臺北市","信義區","永吉路30巷113號","黃秀珍","女","2749-4892","Y"
"開業","喜樂藥局","臺北市","信義區","松德路125號","王漢鵬","男","27275797、0918383566","Y"
"開業","馨馨藥局","臺北市","信義區","虎林街82巷19號","李昭昌","男","","Y"
"開業","大鳥藥局","臺北市","信義區","莊敬路354號","鍾秀莉","女","0970501383、23455025","Y"
"開業","信義盛康藥局","臺北市","信義區","信義路6段69號","吳靜安","男","","Y"
"開業","北一健康人生藥局","臺北市","信義區","吳興街255號","顏薏珊","女","27583945","Y"
"開業","松德盛康藥局","臺北市","信義區","松德路40號","黃子玲","女","87891622","Y"
"開業","美德光復藥局","臺北市","信義區","光復南路449之1號","陳重佑","男","87804626","Y"
"開業","新永春藥局","臺北市","信義區","忠孝東路5段423巷1號","賴正敏","女","","Y"
"開業","康怡健保藥局","臺北市","信義區","吳興街467巷2弄12號","薛淑怡","女","27206193","Y"
"開業","御安藥局","臺北市","信義區","和平東路三段359號","黃志誠","男","27323997","Y"
"開業","康健信安藥局","臺北市","信義區","信安街151號","蔡伯汾","男","87324166","Y"
"開業","美德永春藥局","臺北市","信義區","松山路292巷17號","董之澂","女","27495938","Y"
"開業","信桉藥局","臺北市","信義區","莊敬路236號","楊宗勳","男","87860005","Y"
"開業","洪暘藥局","臺北市","信義區","富陽街86號","蔡芳美","女","27337099","Y"
"開業","安佑藥局","臺北市","信義區","吳興街247號1樓","陳怡如","女","27222236","Y"
"開業","東海藥局","臺北市","信義區","松山路506號","徐朝鑫","男","27272158","Y"
"開業","安心藥局","臺北市","信義區","永吉路30巷148弄4之1號","枋子晴","女","27474992","Y"
"開業","九州藥局","臺北市","信義區","和平東路三段239號","邵瓊慧","女","87323331","Y"
"開業","永吉藥局","臺北市","信義區","永吉路213號","蔡芳曄","女","87874043","Y"
"開業","定彥藥師藥局","臺北市","信義區","松山路465巷25弄13號","林定彥","男","27267181","N"
"開業","松仁藥局","臺北市","信義區","松仁路233號","王軍","男","27238626、0928470509","Y"
"開業","榮泰藥局","臺北市","信義區","光復南路419巷19號","林幸穎","女","77296777","Y"
"開業","皇昇大藥局","臺北市","信義區","松山路210號","洪榮隆","男","27663886","Y"
"開業","貴臨藥局","臺北市","信義區","永吉路326巷19號","沈秀珠","女","27493768","Y"
"開業","三立藥局","臺北市","信義區","忠孝東路5段492巷34號","陳美娜","女","27271401","Y"
"開業","濟生中西藥局","臺北市","信義區","崇德街41號","劉佳俞","女","27358452","Y"
"開業","正和藥局","臺北市","信義區","吳興街225巷6號","王書藝","女","23455186","Y"
"開業","吉登藥局","臺北市","信義區","永吉路282號","黃政賢","男","27473809","Y"
"開業","詠悅藥局","臺北市","信義區","基隆路2段131之2號","黃玫芬","女","27325472","Y"
"開業","興雅藥局","臺北市","信義區","松德路128號","謝玲玲","女","","Y"
"開業","上禾藥師藥局","臺北市","信義區","林口街27號","李志強","男","","Y"
"開業","荐荃藥師藥局","臺北市","信義區","虎林街68之3號","洪鈴芳","女","","Y"
"開業","必欣藥局","臺北市","信義區","松仁路２６４號","張維兆","男","0227225060","Y"
"開業","臺陽藥局","臺北市","信義區","大道路６１號","簡有寬","男","0227283403","Y"
"開業","松隆藥局","臺北市","信義區","虎林街65號","施泰隆","男","0227684033","Y"
"開業","杏康藥局","臺北市","信義區","忠孝東路五段３７２巷２７弄６８－２號１樓","陳淑娟","女","23457422","Y"
"開業","慧生藥局","臺北市","信義區","松山路３１０號","許任雄","男","0227647138","Y"
"開業","仁康藥局","臺北市","信義區","松仁路二四六號","鍾輝章","男","0227228291","Y"
"開業","文豐藥局","臺北市","信義區","松山路５４３－１號１樓","莊政治","男","0227272709","Y"
"開業","鼎泰藥局","臺北市","信義區","基隆路一段１５５號１樓","沈采穎","女","0227620617","Y"
"開業","松山大藥局","臺北市","信義區","永吉路４３６號","張漢城","男","0227600097","Y"
"開業","信隆藥局","臺北市","信義區","仁愛路四段496巷5號","黃啟信","男","0227296953","N"
"開業","力康藥局","臺北市","信義區","吳興街１６６－１號１樓","黃麗玉","女","0227375368","N"
"開業","統一藥局","臺北市","信義區","永吉路３０巷２８弄５號１樓","陳高峻","男","0227688218","N"
"開業","詔安藥局","臺北市","信義區","信義路五段１５０巷４１１弄１７號","陳明輝","男","0227203983","N"
"開業","吳興藥局","臺北市","信義區","吳興街二七九號一樓","陳厚吉","男","27208328","Y"
"開業","杏仁藥局","臺北市","信義區","大道路１３５號","簡志穎","男","27262541","Y"
"開業","百康藥局","臺北市","信義區","基隆路2段131之20號","周淑瑩","女","27364377","Y"
"開業","松發藥局","臺北市","信義區","永吉路30巷86號","謝玟柃","女","27671396","N"
"開業","佑華藥局","臺北市","信義區","忠孝東路五段五0八之四號一樓","黃永立","男","27595719","Y"
"開業","新和平藥局","臺北市","信義區","虎林街一九八號一樓","林日秋","女","23460951","Y"
"開業","得揚藥局","臺北市","信義區","忠孝東路五段四五二號一樓","朱春雄","男","87884667","Y"
"開業","華泰藥局","臺北市","信義區","虎林街八十二巷五號","蘇清哲","男","27601992","Y"
"開業","德康大藥局","臺北市","信義區","松山路五四一巷二十一號","陳文州","男","27272502","Y"
"開業","大東健保藥局","臺北市","士林區","大東路86之4號","郭雅芝","女","28834672","Y"
"開業","健揚藥局","臺北市","士林區","延平北路五段251號","劉月蓉","女","02-28163698","Y"
"開業","光榮藥局","臺北市","士林區","社中街118號","陳昱碩","男","02-28136060","Y"
"開業","康佑藥局","臺北市","士林區","延平北路五段176號","林佩樺","女","02-28119981","Y"
"開業","天母康甯健保藥局","臺北市","士林區","克強路8號","徐紹棟","男","02-28366631","Y"
"開業","天母盛康藥局","臺北市","士林區","天母東路8巷84號","張家福","男","","Y"
"開業","中山盛康藥局","臺北市","士林區","中山北路七段162號","張淯淵","男","28771887","Y"
"開業","順儷天母藥局","臺北市","士林區","士東路99號","張翔舜","男","02-28746841","Y"
"開業","容育藥局","臺北市","士林區","延平北路六段8號","黃堯顯","男","02-28113680","Y"
"開業","士東健康人生藥局","臺北市","士林區","德行東路109巷119號","葉宇涵","男","02-28316085","Y"
"開業","大南春天生活藥局","臺北市","士林區","大南路317、319號","王東源","男","28882196","Y"
"開業","德行盛康藥局","臺北市","士林區","德行東路206之1號","黃繼緯","男","(02)28348756","Y"
"開業","華齡春天生活藥局","臺北市","士林區","華齡街36、38號","蔡永華","男","02-28882156、02-28882158","Y"
"開業","芝山藥局","臺北市","士林區","福華路154號","李佳龍","男","02-28365822","Y"
"開業","和謙藥局","臺北市","士林區","社中街362號","章揚怡","女","02-28165678","Y"
"開業","躍獅忠誠藥局","臺北市","士林區","忠義街70號","張淦勛","男","(02)28387948","Y"
"開業","祥新藥局","臺北市","士林區","社子街65號","鄭乃信","男","02-28110906","Y"
"開業","美德天母藥局","臺北市","士林區","天母東路11號","沈佳莙","女","28765156","Y"
"開業","南風藥局","臺北市","士林區","美崙街19號1樓","吳錦松","男","0228320375","Y"
"開業","三原藥局","臺北市","士林區","延平北路五段二九三號","鍾漢源","男","0228111888","Y"
"開業","安寧藥局","臺北市","士林區","華齡街２巷５號１樓","陳美麗","女","0228815367","Y"
"開業","博泰藥局","臺北市","士林區","社中街３６７號","林秀博","男","0228128612","N"
"開業","華倫藥局","臺北市","士林區","永平街８０巷１０號１樓","蕭家宣","男","0228116545","N"
"開業","士新藥局","臺北市","士林區","文昌路62號","林芳如","女","28331332","Y"
"開業","仁大藥局","臺北市","士林區","社子街13號1樓","林培斯","女","88113793","Y"
"開業","文昌大藥局","臺北市","士林區","文昌路72號","張世俊","男","02-28376196","Y"
"開業","三光藥局","臺北市","士林區","延平北路五段320號1樓","洪崇仁","男","28123786","Y"
"開業","社正藥局","臺北市","士林區","社正路12號","吳雲杏","女","02-28118704","Y"
"開業","菁安藥局","臺北市","士林區","美崙街13號１樓","葉又華","女","0228323951","Y"
"開業","上好藥局","臺北市","士林區","德行西路７９號１樓","黃東興","男","0228361996","Y"
"開業","新興藥局","臺北市","士林區","德行西路１１７號","鍾克垣","男","0228362643","Y"
"開業","坤成泰藥局","臺北市","士林區","大南路４１２號","劉坤勇","男","0228813903","Y"
"開業","杏城藥局","臺北市","士林區","天母東路２４號","許作民","男","0228725144","Y"
"開業","文祥藥局","臺北市","士林區","光華路２６巷２弄２號","馬振興","男","28629953","Y"
"開業","建芳藥局","臺北市","士林區","德行東路１４８號","林玉惠","女","0228357172","Y"
"開業","慈航藥局","臺北市","士林區","文林路４４１號","王猛男","男","0228815988","Y"
"開業","宏大藥局","臺北市","士林區","社子街63巷9弄2-1號","鄭詔賢","男","0228111449","N"
"開業","詹有田藥局","臺北市","士林區","大南路１２７號","詹有田","男","0228801239","Y"
"開業","博惠藥局","臺北市","士林區","華榮街１６號","邵杰雄","男","0228320379","Y"
"開業","有德堂大藥局","臺北市","士林區","中山北路六段２２７號","郭文水","男","0228318387","Y"
"開業","人生藥局","臺北市","士林區","延平北路六段２６號１樓","葉榮福","男","0228129010","N"
"開業","詠恩藥局","臺北市","士林區","延平北路五段316號1樓","陳富雄","男","28117419","Y"
"開業","安泰藥師藥局","臺北市","士林區","延平北路六段87號","姚添偉","男","28166977","Y"
"開業","家赫藥局","臺北市","士林區","忠義街80號1樓","陳昭熙","男","2834-6453","Y"
"開業","得安藥局","臺北市","士林區","文林路140號","吳邱莉莉","女","28748909","Y"
"開業","達揚藥局","臺北市","士林區","社正路36號1樓","蕭美惠","女","88115559","Y"
"開業","和樹藥局","臺北市","士林區","後港街45巷1號1樓","林盈榛","女","2882-1188","Y"
"開業","瑞竹藥局","臺北市","士林區","延平北路六段４１號","葉松太","男","0228116568","N"
"開業","田倉藥局","臺北市","士林區","士東路124號","范揚煌","男","02-88662188、0228343600","Y"
"開業","日康藥局","臺北市","士林區","士東路１２號１樓","林文英","女","0228358558","Y"
"開業","環安藥局","臺北市","士林區","大南路２４４號１樓","林文祥","男","0228828478","Y"
"開業","正陽藥局","臺北市","士林區","華齡街１１號１樓","劉淑美","女","0228815711","Y"
"開業","加赫藥局","臺北市","士林區","文昌路76號","廖品蓁","女","0228336362","Y"
"開業","麗森藥局","臺北市","士林區","天母西路51號","林章寶","男","02-28714152","Y"
"開業","天母大和藥師藥局","臺北市","士林區","德行東路189之1號１樓","王聖文","男","0228310142","Y"
"開業","陽明藥局","臺北市","士林區","菁山路十號一樓","黃書涵","男","0228612863","Y"
"開業","康鈺藥局","臺北市","士林區","德行東路133號1樓","陳惠珍","女","28313915","Y"
"開業","今欣藥局","臺北市","士林區","天母西路41巷9號1樓","陳夢蛟","男","28725985","Y"
"開業","資生堂藥局","臺北市","士林區","承德路四段40巷17號1樓","何晟菖","男","28857588","Y"
"開業","社子全民藥局","臺北市","士林區","延平北路五段120號","潘麗玲","女","28127412","Y"
"開業","康華藥局","臺北市","士林區","中山北路七段14巷二號二樓","周清正","男","28743223","Y"
"開業","景正藥師中西藥局","臺北市","士林區","福港街１５２號","陳銘賢","男","0228838762","Y"
"開業","佳赫藥局","臺北市","士林區","文昌路４４號","曾春娟","女","0228367202","Y"
"開業","勝泰藥局","臺北市","士林區","文林路７１４巷１１號","陳勝傳","男","0228326251","N"
"開業","士林三安藥局","臺北市","士林區","大南路１１號","曾曼麗","女","0228812631","Y"
"開業","啟宏藥局","臺北市","士林區","大東路９０之１號１樓","王?陽","男","0228825811","Y"
"開業","太安藥局","臺北市","士林區","延平北路五段157號","葉榮吉","男","0228111468","Y"
"開業","博信藥局","臺北市","士林區","延平北路六段61號","蔡博信","男","28128295","Y"
"開業","芳圓藥局","臺北市","士林區","社子街26之1號","邱宜美","女","28168666","Y"
"開業","柏雅大藥局","臺北市","士林區","德行西路64號","廖笠憑","女","","Y"
"開業","麗登藥局","臺北市","士林區","文林路261號","陳忠奇","男","02-28881414","Y"
"開業","後港五代全民藥局","臺北市","士林區","和豐街6號","蔡瑞隆","男","02-28217014","N"
"開業","信光藥局","臺北市","士林區","文昌路68號","黃滄佑","男","02-28366277","Y"
"開業","幸福藥局","臺北市","士林區","德行東路109巷8號","陳子德","男","02-28346650","Y"
"開業","天爵藥局","臺北市","士林區","中山北路6段450巷1號","林天爵","男","28733759","Y"
"開業","石川藥師藥局","臺北市","士林區","忠義街70號","陳秋妤","女","","Y"
"開業","嘉家藥局","臺北市","士林區","天母西路5巷5號","薛慧嘉","女","02-28719425","Y"
"開業","德行春天生活藥局","臺北市","士林區","德行東路76號","歐光國","男","28380306、28882158","Y"
"開業","誼安藥局","臺北市","士林區","通河街42號","邱智凰","女","","Y"
"開業","維爾健康藥局","臺北市","士林區","中山北路7段82巷17號","何博文","男","02-28716511","Y"
"開業","聖賢藥局","臺北市","士林區","士商路72號","曹可欣","女","02-28833046","Y"
"開業","美麗田藥局","臺北市","士林區","通河街78號","翁詩畇","女","28855990","Y"
"開業","吉利藥局","臺北市","士林區","基河路116號","郭名鵑","男","28833221","Y"
"開業","石牌日春藥局","臺北市","北投區","自強街５巷１０７號","陳知明","男","0228270455","N"
"開業","聯合藥局","臺北市","北投區","石牌路一段二十三號","葉麗美","女","28270306","Y"
"開業","玉山藥局","臺北市","北投區","光明路一四五號","蘇仁正","男","(02)28917161","Y"
"開業","實踐藥局","臺北市","北投區","實踐街十三號","陳杏勳","女","28210435","Y"
"開業","祐民藥局","臺北市","北投區","中央南路一段二○九號一樓","林福財","男","28975339","Y"
"開業","妮妮藥局","臺北市","北投區","中央南路一段187號","劉錦昌","男","0937075675","Y"
"開業","全家藥粧藥局","臺北市","北投區","光明路166之2號","周雲龍","男","28988685","Y"
"開業","天賀大藥局","臺北市","北投區","石牌路二段171號","余世明","男","02-28225812","Y"
"開業","吉利春天生活藥局","臺北市","北投區","吉利街120號","繆琪","女","28253256","Y"
"開業","躍獅振榮藥局","臺北市","北投區","石牌路二段167號","胡瑞?","女","02-28281708","Y"
"開業","石牌藥局","臺北市","北投區","石牌路一段４９號","楊錦昌","男","0228214986","Y"
"開業","進春藥局","臺北市","北投區","明德路１５１號","林進成","男","0228216938","Y"
"開業","石牌大眾藥局","臺北市","北投區","致遠一路二段７號","黃瑞耑","男","0228232565","Y"
"開業","正一藥局","臺北市","北投區","明德路２６９－２號","賴文華","男","0228222149","Y"
"開業","德昇藥局","臺北市","北投區","裕民二路２０號","吳德川","男","0228217565","Y"
"開業","至安良藥局","臺北市","北投區","尊賢街２６６號","陳武憲","男","0228215877","Y"
"開業","萬信藥局","臺北市","北投區","知行路３０５號","陳意美","女","0228583083","Y"
"開業","福德大藥局","臺北市","北投區","中央北路二段１９號","黃瑞成","男","0228920294","Y"
"開業","新祥藥局","臺北市","北投區","知行路２０８號之１","邱奕輝","男","0228582551","Y"
"開業","啟春藥局","臺北市","北投區","崇仁路一段１０２號１樓","王啟雄","男","0228918244","Y"
"開業","建民藥局","臺北市","北投區","光明路一六一號","陳美玲","女","0228912339","Y"
"開業","東陽西藥局","臺北市","北投區","中央南路一段２０３號","陳緒","女","0228914208","N"
"開業","世全藥局","臺北市","北投區","知行路２7３號","蕭兆耿","男","0228585378","Y"
"開業","名山藥局","臺北市","北投區","東陽街４７５號１樓","吳連生","男","0228226101","Y"
"開業","建華藥局","臺北市","北投區","中央北路二段８０號１樓","洪志華","男","0228914741","N"
"開業","褔海大藥局","臺北市","北投區","大同街６９號","王錫海","男","0228910352","Y"
"開業","正明藥局","臺北市","北投區","永興路二段１９號","高慧敏","女","0228949409","Y"
"開業","正仁藥局","臺北市","北投區","建民路１６１之９號","許明仁","男","0228212985","N"
"開業","黎明藥局","臺北市","北投區","尊賢街２５３之１號","劉慧中","女","0228223795","Y"
"開業","祥聖大藥局","臺北市","北投區","義理街７６號","王志祿","男","0228250419","N"
"開業","明華藥局","臺北市","北投區","清江路１０號","羅琳華","女","0228971056","Y"
"開業","美康藥局","臺北市","北投區","明德路９０號１樓","張素琴","女","0228281176","Y"
"開業","良興藥局","臺北市","北投區","中和街286號","杜枝芬","女","","Y"
"開業","康揚藥局","臺北市","北投區","中和街322號","林秀萍","女","02-28946520","Y"
"開業","嘉禾大藥局","臺北市","北投區","中和街二六四號","林月娥","女","02-28984758","Y"
"開業","祐鄰藥局","臺北市","北投區","尊賢街二五○號","潘美貝","女","","Y"
"開業","小明藥局","臺北市","北投區","中央南路一段六九號二樓","張學霖","男","28967136","Y"
"開業","上頤藥局","臺北市","北投區","中和街327號1樓","賴玠錡","女","02-28981210","Y"
"開業","尊賢藥局","臺北市","北投區","尊賢街212號","梁水明","男","28270505","Y"
"開業","國泰藥師藥局","臺北市","北投區","自強街139-1號","王朝弘","男","","Y"
"開業","長宜藥局","臺北市","北投區","自強街112號","陳宜姍","女","28216605","Y"
"開業","昱仁藥局","臺北市","北投區","光明路102號2樓","林湘萍","女","28979050","Y"
"開業","康賢藥局","臺北市","北投區","西安街一段359號","陳仁元","男","0935818255","Y"
"開業","大家藥局","臺北市","北投區","光明路182號","鄧鈞敦","男","28959000","Y"
"開業","天康大藥局","臺北市","北投區","中央南路1段57號","施雲娥","女","","Y"
"開業","維康藥局","臺北市","北投區","石牌路2段191.193號","周明潔","女","02-28206343","Y"
"開業","天禧大藥局","臺北市","北投區","實踐街35號","陳有威","男","02-77288968","Y"
"開業","杏嘉藥局","臺北市","北投區","清江路47、49號","石明玉","女","02-28982340","Y"
"開業","關渡松藥局","臺北市","北投區","知行路247號","鄭偉成","男","02-28584824","Y"
"開業","振生大藥局","臺北市","北投區","中央北路三段61號","李天仁","男","02-28977292",""
"開業","大田大藥局","臺北市","北投區","石牌路二段68巷4號","陳前育","男","28275638",""
"開業","致遠春天藥局","臺北市","北投區","致遠一路一段132號1、2樓","林嘉均","女","28253258","Y"
"開業","躍獅光明藥局","臺北市","北投區","光明路51、53號","陳宏毅","男","","Y"
"開業","致遠盛康藥局","臺北市","北投區","致遠二路141號","林季美","女","28263580","Y"
"開業","北投春天藥局","臺北市","北投區","中央南路一段76號","陳泯瑄","女","2891-6668","Y"
"開業","鴻恩藥局","臺北市","北投區","中央南路一段129號","康秦漁","女","(02)2892-6410","Y"
"開業","福佑藥局","臺北市","北投區","中和街299號","林柏宏","男","28988300","Y"
"開業","小豬藥局","臺北市","北投區","石牌路一段166巷83號","鄭德龍","男","02-28217099","Y"
"開業","石牌盛康藥局","臺北市","北投區","致遠一路二段107號","林明輝","男","02-28208286","Y"
