年度,月份,分類,檢體名稱,農藥殘留量,抽樣衛生局,抽樣地點
"106","05~06","小葉菜類","有機豌豆苗","合格","臺北市政府衛生局","統健實業股份有限公司復興瑞安門市(聖德科斯)/台北市大安區復興南路2段159號"
"106","05~06","小葉菜類","有機青松菜","合格","嘉義縣衛生局","全聯實業股份有限公司嘉義大林分公司/嘉義縣大林鎮忠孝路596號"
"106","05~06","小葉菜類","青江段","合格","臺北市政府衛生局","冠冕盒餐食品有限公司/台北市內湖區內湖路1段91巷38弄5號及7號及9號"
"106","05~06","小葉菜類","善美的蕹菜-空心菜","合格","臺北市政府衛生局","全聯實業股份有限公司萬華萬大店/台北市萬華區萬大路406號"
"106","05~06","小葉菜類","宜蘭三星蔥","合格","臺北市政府衛生局","遠百企業股份有限公司景美分公司/台北市文山區景中街30巷12號1-2樓"
"106","05~06","小葉菜類","有機青江菜","合格","臺北市政府衛生局","士東市場121號攤-121有機蔬菜/台北市士林區士東路100號"
"106","05~06","小葉菜類","油菜","合格","臺東縣衛生局","員莊蔬菜號/台東縣台東市濟南街61巷180號"
"106","05~06","小葉菜類","青江菜","合格","臺東縣衛生局","員莊蔬菜號/台東縣台東市濟南街61巷180號"
"106","05~06","小葉菜類","青江菜","合格","臺東縣衛生局","員東蔬菜號/台東縣台東市蘭州街21號1F"
"106","05~06","小葉菜類","油菜","合格","臺東縣衛生局","員東蔬菜號/台東縣台東市蘭州街21號1F"
"106","05~06","小葉菜類","油菜","合格","臺東縣衛生局","雅琪果菜行/台東縣台東市濟南街61巷180號"
"106","05~06","小葉菜類","韮菜","合格","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","小葉菜類","豌豆苗","合格","屏東縣政府衛生局","814生鮮超市/屏東縣潮州鎮興隆路198號"
"106","05~06","小葉菜類","青江菜","合格","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","小葉菜類","蔥","合格","澎湖縣衛生局","菁菁果菜行(鴻興青果批發)/澎湖縣馬公市大智街18巷20弄5號 (18巷22號)/(商登:白沙鄉赤崁村漁港新村16號)"
"106","05~06","小葉菜類","蔥","芬佈賜Fenbutatin-oxide 0.41 (不得檢出)、賜派芬Spirodiclofen 0.03 (不符使用規定)","澎湖縣衛生局","保興蔬果行/澎湖縣馬公市北辰街13號"
"106","05~06","小葉菜類","有機油菜","合格","嘉義市政府衛生局","全聯大統分公司/嘉義市西區大統路171號"
"106","05~06","小葉菜類","蔥","芬佈賜Fenbutatin-oxide 0.89 (不得檢出)、合賽多Hexythiazox 0.02 (不符使用規定)","澎湖縣衛生局","金寶商行/澎湖縣馬公市陽明里大智街24巷27弄11號"
"106","05~06","小葉菜類","青江菜(包裝)","合格","臺中市政府衛生局","台灣楓康超市東勢店/台中市東勢區豐勢路605號"
"106","05~06","小葉菜類","芹菜","達滅芬Dimethomorph 0.26 (不符使用規定)、護矽得Flusilazole 0.06 (不得檢出)、普拔克Propamocarb hydrochloride 1.17 (不符使用規定)","臺中市政府衛生局","台灣楓康超市東勢店/台中市東勢區豐勢路605號"
"106","05~06","小葉菜類","青江白菜","合格","臺中市政府衛生局","台灣家樂福股份有限公司豐原分公司/台中市豐原區成功路500號"
"106","05~06","小葉菜類","有機青江白菜","合格","臺中市政府衛生局","大潤發流通事業股份有限公司台中分公司/台中市北區忠明路499號"
"106","05~06","小葉菜類","皇宮菜","合格","臺中市政府衛生局","台灣主婦聯盟-東山店(東山好所在)/台中市太平區樹德路328號1樓"
"106","05~06","小葉菜類","龍鬚菜","合格","臺中市政府衛生局","台灣主婦聯盟-東山店(東山好所在)/台中市太平區樹德路328號1樓"
"106","05~06","小葉菜類","青江菜-優質","合格","臺中市政府衛生局","里仁事業股份有限公司台中忠明分公司/台中市南區忠明南路780號1樓"
"106","05~06","小葉菜類","青江菜","合格","屏東縣政府衛生局","潮州光復分公司/屏東縣潮州鎮光復路179號"
"106","05~06","小葉菜類","黑格林","合格","屏東縣政府衛生局","潮州鎮農會生鮮超市/屏東縣潮州鎮中山路182號"
"106","05~06","小葉菜類","進口羅曼","合格","花蓮縣衛生局","鮮美果菜行 /花蓮縣吉安鄉果菜市場內18號"
"106","05~06","小葉菜類","西洋芹菜","合格","花蓮縣衛生局","秀英果菜行/花蓮縣吉安鄉果菜市場阿秀5 6號"
"106","05~06","小葉菜類","有機黑葉白菜","合格","花蓮縣衛生局","全聯實業股份有限公司-花蓮玉里分公司/花蓮縣玉里鎮和平路92號"
"106","05~06","小葉菜類","美國芹菜","脫芬瑞Tolfenpyrad 0.04 (不符使用規定)、待克利Difenoconazole 0.13 (不符使用規定)","新竹市衛生局","大潤發忠孝店/新竹市東區忠孝路300號"
"106","05~06","小葉菜類","油菜","合格","新竹市衛生局","大潤發忠孝店/新竹市東區忠孝路300號"
"106","05~06","小葉菜類","青江菜","合格","新竹市衛生局","大潤發忠孝店/新竹市東區忠孝路300號"
"106","05~06","小葉菜類","油菜","合格","新竹市衛生局","允升有限公司(伍聯社)/新竹市香山區中華路6段230號"
"106","05~06","小葉菜類","芹菜管","合格","新竹市衛生局","允升有限公司(伍聯社)/新竹市香山區中華路6段230號"
"106","05~06","小葉菜類","雲林西螺空心菜","合格","高雄市政府衛生局","頂好生鮮超市(南屏店)/高雄市鼓山區南屏路551號"
"106","05~06","小葉菜類","青江白菜","合格","苗栗縣政府衛生局","(頂好超市)惠康百貨股份有限公司苗栗分公司/苗栗縣苗栗市中正路478號"
"106","05~06","小葉菜類","空心菜","合格","高雄市政府衛生局","家福股份有限公司高雄鳳山分公司/高雄市鳳山區中山西路236號"
"106","05~06","小葉菜類","青江菜","合格","高雄市政府衛生局","家福股份有限公司高雄鳳山分公司/高雄市鳳山區中山西路236號"
"106","05~06","小葉菜類","青江菜","合格","高雄市政府衛生局","石頭燒肉/高雄市鳳山區(二)五甲二路157號"
"106","05~06","小葉菜類","空心菜","合格","高雄市政府衛生局","旗后活海產店/高雄市旗津區廟前路31號"
"106","05~06","小葉菜類","空心菜","合格","高雄市政府衛生局","鴨角活海產店/高雄市旗津區廟前路22號"
"106","05~06","小葉菜類","芥藍菜","合格","高雄市政府衛生局","小港醫院/高雄市小港區山明路482號"
"106","05~06","小葉菜類","蘿美","合格","高雄市政府衛生局","大舊餐飲有限公司/高雄市三民區(二)九如二路227號"
"106","05~06","小葉菜類","青蔥","合格","宜蘭縣政府衛生局","員山鄉農會農產品直銷供應中心/宜蘭縣員山鄉員山路1段281號"
"106","05~06","小葉菜類","三星蔥","合格","宜蘭縣政府衛生局","三星地區農會上將食品工廠/宜蘭縣三星鄉上將路6段330號"
"106","05~06","小葉菜類","三星蔥","合格","宜蘭縣政府衛生局","三星地區農會上將食品工廠/宜蘭縣三星鄉上將路6段330號"
"106","05~06","小葉菜類","有機 小芥菜","合格","澎湖縣衛生局","百世多麗購物中心/澎湖縣馬公市新店路398號"
"106","05~06","小葉菜類","紅鳳菜","福瑞松Phorate 0.12 (0.05)、托福松Terbufos 0.67 (0.05)","雲林縣衛生局","西螺果菜市場/西螺果菜市場水市"
"106","05~06","小葉菜類","紅鳳菜","得克利Tebuconazole 0.24 (不符使用規定)、殺丹Thiobencarb 0.04 (不符使用規定)、三氟敏Trifloxystrobin 0.14 (不符使用規定)","雲林縣衛生局","西螺果菜市場/西螺果菜市場水市"
"106","05~06","小葉菜類","芥菜","合格","屏東縣政府衛生局","屏東市農會果菜市場(和生市場)/屏東市和生路2段221號"
"106","05~06","小葉菜類","芥菜","合格","屏東縣政府衛生局","屏東市農會果菜市場(和生市場)/屏東市和生路2段221號"
"106","05~06","小葉菜類","(葉萵苣)大陸A菜","合格","桃園市政府衛生局","全聯實業股份有限公司南豐分公司/桃園市平鎮區南豐路53、55號"
"106","05~06","小葉菜類","大陸妹","合格","桃園市政府衛生局","平聯社股份有限公司/桃園市平鎮區中豐路山頂段156號"
"106","05~06","小葉菜類","(大A5)大陸妹","合格","桃園市政府衛生局","台西農產企業有限公司/桃園市桃園區中正路746號1樓"
"106","05~06","小葉菜類","油麥菜(大陸妹)","合格","桃園市政府衛生局","大潤發平鎮店/桃園市平鎮區南東路57-1號"
"106","05~06","小葉菜類","大陸妹","合格","桃園市政府衛生局","雄青生鮮蔬菓行/桃園市桃園區文化街52號"
"106","05~06","小葉菜類","莧菜","合格","臺北市政府衛生局","廣興農產永春分店/臺北市信義區松山路292巷15號"
"106","05~06","小葉菜類","大陸妹","合格","臺北市政府衛生局","廣興農產永春分店/臺北市信義區松山路292巷15號"
"106","05~06","小葉菜類","萵苣妹","合格","臺北市政府衛生局","遠百企業股份有限公司忠孝分公司/臺北市信義區忠孝東路5段297號地下1、2、3樓"
"106","05~06","小葉菜類","白杏菜","合格","臺北市政府衛生局","遠百企業股份有限公司忠孝分公司/臺北市信義區忠孝東路5段297號地下1、2、3樓"
"106","05~06","小葉菜類","芥菜(小)","亞滅培Acetamiprid 4.6 (2.0)、貝芬替Carbendazim 1.8 (1.0)、芬普尼Fipronil 0.161 (不符使用規定)","花蓮縣衛生局","大陸妹果菜行/花蓮縣花蓮市重慶路221號對面"
"106","05~06","小葉菜類","臺灣有機小芥菜","合格","花蓮縣衛生局","遠東愛買/花蓮縣花蓮市和平路581號"
"106","05~06","小葉菜類","芥菜","合格","花蓮縣衛生局","臺菁果菜行/花蓮縣吉安鄉中央路三段403號(果菜市場)"
"106","05~06","小葉菜類","芥菜","合格","花蓮縣衛生局","吉安鄉農會生鮮超市/花蓮縣吉安鄉中正路一段227號"
"106","05~06","小葉菜類","紅鳳菜","益斯普Ethiprole 0.96 (不得檢出)、祿芬隆Lufenuron 4.0 (1.0)","屏東縣政府衛生局","中央市場春子商號(36攤位)/屏東市中央市場第二商場春子商號(36攤位)"
"106","05~06","小葉菜類","紅鳳菜","合格","高雄市政府衛生局","東倉生鮮超市/高雄市鼓山區文信路337號"
"106","05~06","小葉菜類","芥菜","合格","澎湖縣衛生局","保興蔬果行/澎湖縣馬公市北辰街13號"
"106","05~06","小葉菜類","芥菜","合格","澎湖縣衛生局","佩珠商號/澎湖縣馬公市北辰市場1A75"
"106","05~06","小葉菜類","有機 小芥菜","合格","澎湖縣衛生局","百世多麗股份有限 公司購物中心/澎湖縣馬公市新店路398號 06-9210700"
"106","05~06","小葉菜類","莧菜","合格","臺北市政府衛生局","國鴻蔬菜號37號攤/長春市場/臺北市中山區長春路299號"
"106","05~06","小葉菜類","有機紅莧菜","合格","臺北市政府衛生局","潤泰創新國際股份有限公司中崙分公司/臺北市中山區八德路2段306號B3"
"106","05~06","小葉菜類","紅鳳菜","四氯異苯腈Chlorothalonil 7.3 (2.0)、丙基喜樂松Iprobenfos 0.07 (不符使用規定)、亞賜圃Isoprothiolane 0.08 (不符使用規定)、脫芬瑞Tolfenpyrad 2.06 (不符使用規定)","臺南市政府衛生局","尚青蔬果園/臺南市白河區國泰路45號"
"106","05~06","小葉菜類","紅鳳菜","合格","南投縣政府衛生局","翔好菜攤/南投縣南投市公園路路2號/三和黃昏市場"
"106","05~06","小葉菜類","紅鳳菜","合格","高雄市政府衛生局","東倉超商有限公司 大社門市/高雄市大社鄉大新路38號1樓"
"106","05~06","小葉菜類","紅鳳菜","合格","南投縣政府衛生局","李明松菜攤/南投縣南投市公園街43號前"
"106","05~06","根莖菜類","乾薑片","合格","桃園市政府衛生局","金禾味食品香料有限公司龍潭廠/桃園市龍潭區烏林村工五路219號1樓"
"106","05~06","根莖菜類","紅蘿蔔","合格","嘉義市政府衛生局","豐富家實業有限公司/嘉義市西區新西里青年街135號1樓"
"106","05~06","根莖菜類","洋蔥(頭)","合格","彰化縣衛生局","金喜美股份有限公司彰南營業所/彰化縣彰化市大竹里彰南路2段239-3號"
"106","05~06","根莖菜類","蒜米","合格","彰化縣衛生局","金喜美股份有限公司彰南營業所/彰化縣彰化市大竹里彰南路2段239-3號"
"106","05~06","根莖菜類","玉米筍","合格","彰化縣衛生局","金喜美股份有限公司彰南營業所/彰化縣彰化市大竹里彰南路2段239-3號"
"106","05~06","根莖菜類","百合","扶吉胺Fluazinam 2.37 (不得檢出)","嘉義縣衛生局","第二市場攤商-盧安邦/嘉義縣朴子市第二市場"
"106","05~06","根莖菜類","日本鮮百合","合格","嘉義縣衛生局","嘉鄉羊鵝肉/嘉義縣民雄鄉文化路28-4號"
"106","05~06","根莖菜類","日本鮮百合","合格","臺東縣衛生局","家樂福台東店/台東縣台東市正氣路300-1號"
"106","05~06","根莖菜類","馬鈴薯","合格","嘉義市政府衛生局","嘉全果菜合作社/嘉義市東區林森東路367巷45號"
"106","05~06","根莖菜類","有機紅蘿蔔","合格","新北市政府衛生局","元氣種子/新北市永和區竹林路142號"
"106","05~06","根莖菜類","紅蘿蔔","合格","臺中市政府衛生局","后里副食供應站/台中市后里區廣福村寺山路140號"
"106","05~06","根莖菜類","有機馬鈴薯","合格","花蓮縣衛生局","花蓮市農會農民購物中心/花蓮縣花蓮市中山路547號"
"106","05~06","根莖菜類","白蘿蔔","合格","苗栗縣政府衛生局","永揚果菜行/苗栗縣頭份市東興路38號"
"106","05~06","根莖菜類","洋蔥","合格","苗栗縣政府衛生局","成興生鮮超市/苗栗縣通霄鎮通西里23鄰中山路99號"
"106","05~06","根莖菜類","白蘿蔔","合格","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","根莖菜類","有機紅蘿蔔","合格","臺北市政府衛生局","好農市安心食品有限公司/台北市大安區復興南路2段155號1樓"
"106","05~06","根莖菜類","烏殼綠竹筍","合格","新北市政府衛生局","無市招攤商/新北市蘆洲區中央路32巷"
"106","05~06","根莖菜類","玉米筍","合格","新北市政府衛生局","全聯新莊新泰店/新北市新莊區新泰路85號B1樓"
"106","05~06","根莖菜類","蘿蔔","合格","基隆市政府衛生局","全聯福利中心仁三店/基隆市仁愛區仁三路011號01樓"
"106","05~06","根莖菜類","筊白筍","合格","高雄市政府衛生局","家福股份有限公司成公分公司/高雄市前鎮區中華五路1111號"
"106","05~06","根莖菜類","有機胡蘿蔔","合格","嘉義縣衛生局","全聯實業股份有限公司嘉義大林分公司/嘉義縣大林鎮忠孝路596號"
"106","05~06","根莖菜類","洋蔥","合格","臺北市政府衛生局","大橋頭知高飯小吃店(古早味知高飯)/台北市大同區延平北路3段29號"
"106","05~06","根莖菜類","竹筍","合格","新北市政府衛生局","無市招攤商/新北市板橋區國慶路149巷"
"106","05~06","根莖菜類","白蘿蔔","合格","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","根莖菜類","玉米筍","合格","花蓮縣衛生局","全聯實業股份有限公司花蓮重慶分公司/花蓮縣花蓮市主計里廣東街２６２號１樓"
"106","05~06","根莖菜類","紅蘿蔔","合格","高雄市政府衛生局","野菜村生技股份有限公司/高雄市苓雅區同慶路136號1、2樓"
"106","05~06","蕈菜類","有機轉型期黑木耳","合格","臺東縣衛生局","大潤發流通事業股份有限公司/台東縣台東市中興路三段592號"
"106","05~06","蕈菜類","生機白木耳","合格","新北市政府衛生局","全聯新莊新泰店/新北市新莊區新泰路85號B1樓"
"106","05~06","蕈菜類","太陽農產生機銀耳","合格","新北市政府衛生局","老宜春中藥房/新北市土城區中央路2段214號"
"106","05~06","蕈菜類","白木耳","合格","新北市政府衛生局","富泰雜糧行/新北市新店區中正路286號"
"106","05~06","蕈菜類","鮮活有機金姑","合格","花蓮縣衛生局","全聯實業股份有限公司-花蓮玉里分公司/花蓮縣玉里鎮和平路92號"
"106","05~06","蕈菜類","蠔菇","合格","苗栗縣政府衛生局","賀田養生菇/苗栗縣竹南鎮第二公有市場25號攤"
"106","05~06","蕈菜類","新社有機杏鮑菇","合格","苗栗縣政府衛生局","彭春妹/苗栗縣三義鄉廣盛村37號"
"106","05~06","果菜類","甜椒(青椒)","合格","臺東縣衛生局","無毒的家有機生活館/台東縣台東市大同路171號"
"106","05~06","果菜類","有機彩椒","合格","臺東縣衛生局","美生行/台東縣台東市自強里新生路427號"
"106","05~06","果菜類","甜椒","合格","桃園市政府衛生局","家樂福-八德店/桃園市八德區介壽路一段728號B2F"
"106","05~06","果菜類","甜椒","合格","桃園市政府衛生局","台西農產企業有限公司/桃園市桃園區中正路746號1樓"
"106","05~06","果菜類","小辣椒","合格","桃園市政府衛生局","台西農產企業有限公司/桃園市桃園區中正路746號1樓"
"106","05~06","果菜類","紅甜椒(彩色種甜椒)","合格","桃園市政府衛生局","陳秋琪/桃園市蘆竹區中正北路396-10號"
"106","05~06","果菜類","甜椒","克芬蟎Clofentezine 0.03 (不符使用規定)、芬佈賜Fenbutatin-oxide 0.04 (不得檢出)、滅芬農Metrafenone 0.16 (不得檢出)","苗栗縣政府衛生局","旺紘青果行 /苗栗縣公館鄉館中村成功路14-1、14-2號"
"106","05~06","果菜類","甜椒","合格","基隆市政府衛生局","頂好Wellcome暖暖分店/基隆市暖暖區暖暖街170號"
"106","05~06","果菜類","生機枸杞王","合格","基隆市政府衛生局","博安堂蔘藥行/基隆市七堵區百三街152號"
"106","05~06","果菜類","黃椒","合格","基隆市政府衛生局","復興蔬果行-101年幼托食材商/基隆市信義區仁一路61號"
"106","05~06","果菜類","茄子","合格","基隆市政府衛生局","美廉社樂利分店/基隆市安樂區樂利二街062巷292號1樓"
"106","05~06","果菜類","朝天椒","治滅寧Tetramethrin 0.08 (不符使用規定)","新北市政府衛生局","無市招商行/新北市土城區裕民路136巷21號"
"106","05~06","果菜類","極品辣椒乾","合格","桃園市政府衛生局","大潤發流通事業股份有限公司/桃園市八德區介壽路二段148號"
"106","05~06","果菜類","辣椒","合格","桃園市政府衛生局","全聯實業股份有限公司中壢環中分公司/桃園市中壢區中興里環中東路325號1樓"
"106","05~06","果菜類","甜椒","合格","屏東縣政府衛生局","加祿堂副供站/屏東縣枋山鄉加綠堂加祿192-2號"
"106","05~06","果菜類","紅辣椒","合格","屏東縣政府衛生局","加祿堂副供站/屏東縣枋山鄉加綠堂加祿192-2號"
"106","05~06","果菜類","辣椒","合格","屏東縣政府衛生局","尚青蔬果/屏東縣屏東市中山路65號"
"106","05~06","果菜類","甜椒","合格","新竹市衛生局","新豐/新竹市東區經國路一段411號"
"106","05~06","果菜類","辣椒","合格","新竹市衛生局","新豐/新竹市東區經國路一段411號"
"106","05~06","果菜類","有機朝天椒","合格","臺北市政府衛生局","全聯實業股份有限公司民生社區分公司/台北市松山區民生東路4段133號1樓"
"106","05~06","果菜類","有機辣椒","合格","新竹縣政府衛生局","棉花田新竹文興/新竹縣竹北市文興路一段17號、19號1樓"
"106","05~06","果菜類","枸杞","合格","臺東縣衛生局","松富物流股份有限公司/台東縣台東市豐樂里大道路1號1樓"
"106","05~06","果菜類","枸杞","合格","新竹縣政府衛生局","北埔鄉農會供銷部/新竹縣北埔鄉北埔街94號"
"106","05~06","果菜類","辣椒","合格","新北市政府衛生局","中華便當店/新北市新店區中華路34號"
"106","05~06","果菜類","辣椒","合格","臺中市政府衛生局","清泉崗副供站/台中市大雅區月祥路303-3號"
"106","05~06","果菜類","辣椒","合格","臺中市政府衛生局","坪林副供站/台中市太平區中山路二段225號"
"106","05~06","果菜類","紅辣椒","合格","臺中市政府衛生局","成功副供站/台中市南屯區同安西巷129之10號"
"106","05~06","果菜類","雞心椒","氟芬隆Flufenoxuron 0.15 (不符使用規定)","新竹縣政府衛生局","頂好超市新豐店/新竹縣新豐鄉建興路一段116-2號"
"106","05~06","果菜類","甜椒","合格","花蓮縣衛生局","统冠生鮮處理中心(利雙行)/花蓮縣吉安鄉明仁二街30号"
"106","05~06","果菜類","黃甜椒","益斯普Ethiprole 0.02 (不得檢出)、依殺蟎Etoxazole 0.04 (不符使用規定)、腐絕Thiabendazole 0.44 (不符使用規定)","花蓮縣衛生局","華峰果菜行/花蓮縣光復鄉大華村中正路1段115號"
"106","05~06","果菜類","辣椒","益達胺Imidacloprid 0.9 (0.5)","宜蘭縣政府衛生局","健誠菓菜行/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","果菜類","番茄","合格","宜蘭縣政府衛生局","翊成-宜蘭縣果菜運銷合作社/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","果菜類","茄子","合格","宜蘭縣政府衛生局","阿籃菜攤-宜蘭縣果菜運銷合作社/宜蘭縣宜蘭市果菜市場第2攤"
"106","05~06","果菜類","茄子","合格","宜蘭縣政府衛生局","合成果菜行/宜蘭縣宜蘭市黎明二路1號"
"106","05~06","果菜類","茄子","合格","宜蘭縣政府衛生局","加昇果菜行/宜蘭縣宜蘭市果菜批發市場"
"106","05~06","果菜類","蕃茄","合格","宜蘭縣政府衛生局","龍潭湖第五攤/宜蘭縣礁溪鄉龍潭湖旁第五攤販"
"106","05~06","果菜類","番茄","合格","宜蘭縣政府衛生局","礁溪龍潭湖11攤/宜蘭縣礁溪鄉龍潭湖風景區"
"106","05~06","果菜類","番茄","合格","宜蘭縣政府衛生局","山葉機車前水果攤/宜蘭縣礁溪鄉礁溪路四段20號前"
"106","05~06","果菜類","紅辣椒","合格","臺南市政府衛生局","齊普發股份有限公司/台南市新營區三民路182號"
"106","05~06","果菜類","紅辣椒","芬佈賜Fenbutatin-oxide0.17 (不得檢出)","金門縣衛生局","樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號"
"106","05~06","果菜類","青辣椒","愛殺松Ethion 0.8 (0.5)","金門縣衛生局","樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號"
"106","05~06","果菜類","青椒","合格","金門縣衛生局","樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號"
"106","05~06","果菜類","枸杞","合格","金門縣衛生局","樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號"
"106","05~06","果菜類","指天掓","合格","金門縣衛生局","樂多大超市有限公司/金門縣金寧鄉伯玉路二段223-1號"
"106","05~06","果菜類","朝天椒","合格","基隆市政府衛生局","復興蔬果行-101年幼托食材商/基隆市信義區仁一路61號"
"106","05~06","果菜類","新泰皇枸杞","合格","基隆市政府衛生局","美廉社基隆愛九二分店/基隆市仁愛區愛九路11號"
"106","05~06","果菜類","紅椒","合賽多Hexythiazox 0.05 (不符使用規定)、撲克拉Prochloraz 0.04 (不符使用規定)、芬普尼Fipronil 0.048 (不符使用規定)","新竹縣政府衛生局","美麒食品有限公司/新竹縣竹北市聯興里中正西路839號1樓、2樓"
"106","05~06","果菜類","溫室牛番茄","合格","嘉義市政府衛生局","頂好生鮮超市德明店/嘉義市西區德明路128.130.132號"
"106","05~06","果菜類","南投信義彩椒300g","滅芬農Metrafenone 0.05 (不得檢出)","嘉義市政府衛生局","惠康百貨股份有限公司德明店/嘉義市西區德明路128.130.132號"
"106","05~06","果菜類","彩色甜椒","合格","臺中市政府衛生局","全聯實業股份有限公司台中青海分公司/台中市西屯區河南路二段466號"
"106","05~06","果菜類","新泰皇枸杞","合格","新竹縣政府衛生局","頂好超市新豐店/新竹縣新豐鄉建興路一段116-2號"
"106","05~06","果菜類","金針花","合格","南投縣政府衛生局","保證責任南投縣果菜運銷合作社/南投縣中寮鄉永福村永平路445-6號"
"106","05~06","果菜類","有機青椒","合格","彰化縣衛生局","家福股份有限公司彰化分公司/彰化縣彰化市茄南里金馬路2段321號"
"106","05~06","果菜類","番茄-履歷牛心番茄","合格","高雄市政府衛生局","家福股份有限公司成公分公司/高雄市前鎮區中華五路1111號"
"106","05~06","果菜類","青椒","得芬瑞Tebufenpyrad 0.04 (不符使用規定)","臺東縣衛生局","雅琪果菜行/台東縣台東市濟南街61巷180號"
"106","05~06","果菜類","彩色甜椒","合格","屏東縣政府衛生局","814生鮮超市/屏東縣潮州鎮興隆路198號"
"106","05~06","果菜類","有機彩色甜椒","合格","臺中市政府衛生局","台灣家樂福股份有限公司豐原分公司/台中市豐原區成功路500號"
"106","05~06","果菜類","有機彩色甜椒","合格","臺中市政府衛生局","大潤發流通事業股份有限公司台中分公司/台中市北區忠明路499號"
"106","05~06","果菜類","彩色甜椒","合格","臺中市政府衛生局","遠百愛買復興店/台中市南區復興路一段359號B2"
"106","05~06","果菜類","紅辣椒","合格","屏東縣政府衛生局","潮州光復分公司/屏東縣潮州鎮光復路179號"
"106","05~06","果菜類","甜椒","合格","花蓮縣衛生局","統冠超市國聯店(譽馨)/花蓮縣花蓮市國聯五路150號"
"106","05~06","果菜類","枸杞","合格","花蓮縣衛生局","光豐農會生鮮超市/花蓮縣光復鄉大華村華新街1號"
"106","05~06","果菜類","甜椒","合格","花蓮縣衛生局","統冠聯合超商股份有限公司富里營業所/花蓮縣富里鄉富里村中山路156號"
"106","05~06","果菜類","阿囉哈生機枸杞","合格","花蓮縣衛生局","昌信行/花蓮縣玉里鎮玉里市場43號"
"106","05~06","果菜類","辣椒","腐絕Thiabendazole 0.03 (不符使用規定)","桃園市政府衛生局","施家班菜行/桃園市桃園區大業路1段320號1樓"
"106","05~06","果菜類","有機彩色甜椒","合格","新竹市衛生局","大潤發忠孝店/新竹市東區忠孝路300號"
"106","05~06","果菜類","甜椒","合格","新竹市衛生局","允升有限公司(伍聯社)/新竹市香山區中華路6段230號"
"106","05~06","果菜類","彩色甜椒","合格","苗栗縣政府衛生局","全聯實業股份有限公司/苗栗縣頭份市中華路818號"
"106","05~06","果菜類","甜椒","合格","苗栗縣政府衛生局","(頂好超市)惠康百貨股份有限公司苗栗分公司/苗栗縣苗栗市中正路478號"
"106","05~06","果菜類","玉美紅辣椒","合格","南投縣政府衛生局","楓康生鮮超市/南投縣竹山鎮竹山里祖師街79號"
"106","05~06","果菜類","紅辣椒","合格","南投縣政府衛生局","省錢超市/南投縣竹山鎮昭德街86號"
"106","05~06","果菜類","黃秋葵","合格","高雄市政府衛生局","民族果菜市場/高雄市三民區民族一路100號"
"106","05~06","果菜類","枸杞","亞滅培Acetamiprid 1.2 (1.0)、毆蟎多Propargite 0.57 (不得檢出)、百利普芬Pyriproxyfen 0.11 (不符使用規定)","南投縣政府衛生局","馥麗溫泉大飯店(向日葵休閒)/南投縣魚池鄉中山路250-2號"
"106","05~06","果菜類","枸杞","合格","南投縣政府衛生局","帝綸大飯店/南投縣信義鄉開高巷86號"
"106","05~06","果菜類","小番茄","合格","高雄市政府衛生局","大舊餐飲有限公司/高雄市三民區(二)九如二路227號"
"106","05~06","果菜類","泰國辣椒","合格","宜蘭縣政府衛生局","員山鄉農會農產品直銷供應中心/宜蘭縣員山鄉員山路1段281號"
"106","05~06","瓜菜類","南瓜","合格","嘉義市政府衛生局","豐富家實業有限公司/嘉義市西區新西里青年街135號1樓"
"106","05~06","瓜菜類","小黃瓜","合格","澎湖縣衛生局","青山蔬菜行/澎湖縣馬公市大仁街40號"
"106","05~06","瓜菜類","小黃瓜","合格","澎湖縣衛生局","蔡青果商行/澎湖縣馬公市大智街19號"
"106","05~06","瓜菜類","有機絲瓜","合格","苗栗縣政府衛生局","同富商行/苗栗縣頭份市中華路996號"
"106","05~06","瓜菜類","南瓜","合格","南投縣政府衛生局","永勝農業社/南投縣國姓鄉北港村長北路72號"
"106","05~06","豆菜類","四季豆","邁克尼Myclobutanil 0.06 (不符使用規定)","臺東縣衛生局","松富物流股份有限公司/台東縣台東市豐樂里大道路1號1樓"
"106","05~06","豆菜類","甜豆","合格","臺東縣衛生局","無毒的家有機生活館/台東縣台東市大同路171號"
"106","05~06","豆菜類","有機敏豆","合格","臺東縣衛生局","養生園/台東縣台東市新生路426號"
"106","05~06","豆菜類","菜豆","合格","花蓮縣衛生局","朱玉女固攤/花蓮縣瑞穗鄉中山路一段145號"
